111.155.124.84,8123,北京,0.356,0.071,HTTP
175.42.103.166,8118,福建宁德,0.561,0.112,HTTP
211.87.184.63,8998,山东青岛,1.932,0.386,HTTP
123.161.152.30,41587,河南许昌,0.58,0.116,HTTP
49.87.75.32,45081,江苏淮安,0.299,0.059,HTTP
183.149.242.7,42004,浙江台州,0.359,0.071,HTTP
223.13.61.93,8118,山西,0.844,0.168,HTTP
116.208.15.151,3128,湖北襄阳,1.431,0.286,HTTPS
113.118.97.62,65205,广东深圳,0.586,0.117,HTTPS
115.218.85.106,80,浙江温州,1.451,0.29,HTTP
121.204.165.167,8118,福建厦门,0.192,0.038,HTTP
221.205.23.225,8118,山西太原,0.103,0.02,HTTPS
114.230.124.134,44805,江苏扬州,0.137,0.027,HTTPS
125.126.164.253,808,浙江台州,1.215,0.243,HTTP
171.39.42.39,8123,广西百色,0.864,0.172,HTTPS
123.54.253.107,40759,河南驻马店,0.411,0.082,HTTPS
117.28.26.9,33833,福建泉州,0.512,0.102,HTTPS
60.21.132.218,63000,辽宁丹东,0.548,0.109,HTTP
121.40.200.215,8080,辽宁鞍山,0.142,0.028,HTTP
1.196.1.0,36734,河南商丘,0.207,0.041,HTTP
49.85.12.18,41838,江苏泰州,0.455,0.091,HTTP
121.226.162.38,26561,江苏,1.097,0.219,HTTP
49.87.147.48,21727,江苏淮安,0.314,0.062,HTTPS
117.95.116.90,808,江苏淮安,0.227,0.045,HTTPS
115.221.122.103,44680,浙江温州,1.238,0.247,HTTPS
182.34.179.119,2315,山东淄博,0.14,0.028,HTTP
111.155.116.210,8123,北京,0.81,0.162,HTTP
183.166.181.188,808,安徽合肥,0.137,0.027,HTTPS
117.66.167.121,8118,安徽安庆,0.169,0.033,HTTPS
175.167.237.237,1767,辽宁,0.146,0.029,HTTP
222.85.5.113,38617,河南许昌,1.807,0.361,HTTPS
49.87.75.183,35776,江苏淮安,1.748,0.349,HTTP
125.78.108.126,41112,福建泉州,0.41,0.082,HTTPS
58.217.47.38,30497,江苏镇江,1.184,0.236,HTTPS
59.60.211.185,38052,福建三明,1.51,0.302,HTTPS
180.122.156.51,20923,江苏泰州,1.187,0.237,HTTPS
115.221.124.140,41817,浙江温州,0.206,0.041,HTTPS
113.121.183.218,42293,山东,0.53,0.106,HTTPS
114.239.253.138,20421,江苏宿迁市泗阳县,0.153,0.03,HTTPS
49.87.147.231,32194,江苏淮安,1.517,0.303,HTTPS
175.149.221.16,4367,辽宁阜新,1.565,0.313,HTTPS
27.40.141.188,61234,广东湛江,1.798,0.359,HTTP
120.39.113.10,33489,福建厦门,1.643,0.328,HTTPS
110.87.7.161,42430,福建厦门,0.825,0.165,HTTPS
110.87.7.161,42430,福建厦门,0.171,0.034,HTTP
121.12.42.213,61234,广东江门市新会区,0.247,0.049,HTTPS
1.196.143.218,808,河南商丘,0.114,0.022,HTTPS
60.223.27.160,80,山西晋中,1.062,0.212,HTTPS
123.146.238.46,53281,重庆,0.2,0.04,HTTPS
27.40.128.198,61234,广东湛江,0.794,0.158,HTTPS
27.40.153.101,61234,广东湛江,1.059,0.211,HTTPS
117.86.166.225,49784,江苏南通,0.39,0.078,HTTP
106.111.245.175,32110,广东,0.21,0.042,HTTP
222.79.116.146,43373,福建厦门,0.524,0.104,HTTP
218.81.135.140,29427,上海,1.166,0.233,HTTP
115.202.240.87,32117,浙江台州,1.569,0.313,HTTPS
115.217.253.35,38310,浙江宁波,1.781,0.356,HTTPS
115.46.71.79,8123,广西南宁,0.331,0.066,HTTPS
60.178.71.16,34210,浙江宁波,0.173,0.034,HTTPS
218.81.133.201,27482,上海,1.419,0.283,HTTPS
49.85.4.187,20881,江苏泰州,0.15,0.03,HTTPS
60.169.220.16,28871,安徽,1.66,0.332,HTTPS
